DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,[Timestamp('2024-06-26 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food, prohibited, from unapproved or unknown source, home canned or home prepared.  Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing.  ROP food prepared on premises transported to another site.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
PEKING DUCK HOUSE,Manhattan,236,EAST   53 STREET,10022.0,[Timestamp('2024-03-20 00:00:00')],"[""Live roaches in facility's food or non-food area."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
SHANGHAI TIME,Manhattan,273,WEST   38 STREET,10018.0,"[Timestamp('2024-07-25 00:00:00'), Timestamp('2024-07-29 00:00:00')]","['Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.', 'Hot TCS food item not held at or above 140 °F.', ""Live roaches in facility's food or non-food area."", 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Food Protection Certificate (FPC) not held by manager or supervisor of food operations.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.']","['Critical', 'Not Critical']","['Pre-permit (Operational) / Compliance Inspection', 'Pre-permit (Operational) / Reopening Inspection']"
SHUN WON FLUSHING,Queens,4127,MAIN ST,11355.0,[Timestamp('2024-08-21 00:00:00')],"['Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Hot TCS food item not held at or above 140 °F.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
SPICY HOUSE (#5),Queens,133-35,ROOSEVELT AVENUE,11354.0,[Timestamp('2024-08-12 00:00:00')],"[""Evidence of rats or live rats in establishment's food or non-food areas."", 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.', ""Live roaches in facility's food or non-food area."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Hot TCS food item not held at or above 140 °F.', 'Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.', 'Food Protection Certificate (FPC) not held by manager or supervisor of food operations.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', 'Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.', 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Pre-permit (Operational) / Initial Inspection']
SPRING GARDEN RESTAURANT,Brooklyn,2689,ATLANTIC AVENUE,11207.0,[Timestamp('2024-04-18 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', ""Live roaches in facility's food or non-food area."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
SUPER RICE,Brooklyn,6515,18 AVENUE,11204.0,[Timestamp('2024-07-11 00:00:00')],"['Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', ""Live roaches in facility's food or non-food area."", 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
SWEET WONTON HOUSE,Queens,25325,NORTHERN BLVD,11362.0,[Timestamp('2024-11-15 00:00:00')],"['Hot TCS food item not held at or above 140 °F.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food Protection Certificate (FPC) not held by manager or supervisor of food operations.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', ""Live roaches in facility's food or non-food area."", 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
SZECHUAN OPERA,Queens,3916,PRINCE ST,11354.0,[Timestamp('2024-04-01 00:00:00')],"['Food Protection Certificate (FPC) not held by manager or supervisor of food operations.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Meat, fish, molluscan shellfish, unpasteurized raw shell eggs, poultry or other TCS offered or served raw or undercooked and written notice not provided to consumer.', 'Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.', 'Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.']","['Critical', 'Not Critical']",['Pre-permit (Operational) / Initial Inspection']
VIP COFFEE II,Brooklyn,2214,86 STREET,11214.0,[Timestamp('2024-05-02 00:00:00')],"['Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Hot TCS food item not held at or above 140 °F.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Live roaches in facility's food or non-food area."", 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
WAH HING,Queens,12519,ROCKAWAY BLVD,11420.0,[Timestamp('2024-07-18 00:00:00')],"[""Evidence of mice or live mice in establishment's food or non-food areas."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,1082,BEDFORD AVENUE,11216.0,[Timestamp('2024-05-29 00:00:00')],"['Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', ""Live roaches in facility's food or non-food area."", 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,[Timestamp('2024-08-15 00:00:00')],"['Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Hot TCS food item not held at or above 140 °F.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', ""Evidence of mice or live mice in establishment's food or non-food areas."", ""Evidence of rats or live rats in establishment's food or non-food areas."", ""Live roaches in facility's food or non-food area.""]","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
ZHELI SHANGHAI,Manhattan,19,SAINT MARKS PLACE,10003.0,[Timestamp('2024-04-30 00:00:00')],"['Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', ""Live roaches in facility's food or non-food area."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
ZOUJI BBQ,Queens,4283,MAIN ST,11355.0,[Timestamp('2024-09-04 00:00:00')],"['No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Hot TCS food item not held at or above 140 °F.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.', 'Unapproved outdoor, street or sidewalk cooking.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
